Fb,Original Material Name,MTC Item Name (ODOO),Keterangan,Penggunaan/bulan,Kontrak 3 bulan,Tanggal List,Qty,Product Category,Reason,URGENCY,Link Refferences,Vendor,Harga (diisi oleh procurement),Nomor PR,Status PR,,Status PA,Status PO,No PO,PO Approved ,ETA Foom,Link GR,,,,,,
55,Kabel NYAF (Merah),,,,,13/09/25,1,#N/A,Electrical part,,https://tk.tokopedia.com/ZSDJbaQED/,,-,PR02511,CONTINUE,TE02507,DONE,DONE,P10578,,,https://foomx.odoo.com/web#id=4090&cids=1&menu_id=822&active_id=10580&model=good.received&view_type=form,TRUE,06/11/2025,,,,
56,Kabel NYAF (Hitam),,,,,13/09/25,1,#N/A,Electrical part,,https://tk.tokopedia.com/ZSDJbPHm7/,,-,PR02511,CONTINUE,TE02507,DONE,DONE,P10578,,,https://foomx.odoo.com/web#id=4090&cids=1&menu_id=822&active_id=10580&model=good.received&view_type=form,TRUE,06/11/2025,,,,
57,Kabel NYAF (Biru),,,,,13/09/25,1,#N/A,Electrical part,,https://tk.tokopedia.com/ZSDJbCwvB/,,-,PR02511,CONTINUE,TE02507,DONE,DONE,P10578,,,https://foomx.odoo.com/web#id=4090&cids=1&menu_id=822&active_id=10580&model=good.received&view_type=form,TRUE,06/11/2025,,,,
58,GARANSI ORI LRD06 LRD07 LRD08 LRD10 LRD12 LRD14 LRD16 LRD21 LRD22 LRD32 LRD35 THERMAL OVERLOAD RELAY SCHNEIDER LRD 06 LRD 07 LRD 08 LRD 10 LRD 12 LRD 14 LRD 16 LRD 21 LRD 22 LRD 32 LRD 35 TOR ORIGINAL - LRD07,Overload LRD 07,,,,23/09/25,2,Sparepart,Electrical part,,https://tk.tokopedia.com/ZSDxkxTph/,,"229,100",PR02645,CONTINUE,"TE02644",DONE,DONE,P10860,,,https://foomx.odoo.com/web#id=4270&cids=1&menu_id=822&active_id=10862&model=good.received&view_type=form,TRUE,30/10/2025,,,,
59,GARANSI ORI LRD06 LRD07 LRD08 LRD10 LRD12 LRD14 LRD16 LRD21 LRD22 LRD32 LRD35 THERMAL OVERLOAD RELAY SCHNEIDER LRD 06 LRD 07 LRD 08 LRD 10 LRD 12 LRD 14 LRD 16 LRD 21 LRD 22 LRD 32 LRD 35 TOR ORIGINAL - LRD06,Overload LRD 06,,,,23/09/25,2,Sparepart,Electrical part,,https://tk.tokopedia.com/ZSDxCcHMw/,,"229,100",PR02645,CONTINUE,"TE02644",DONE,DONE,P10860,,,https://foomx.odoo.com/web#id=4270&cids=1&menu_id=822&active_id=10862&model=good.received&view_type=form,TRUE,30/10/2025,,,,
60,"dial indicator INSIZE 2301-10 ( 10 x 0,01 ) Alat Ukur",Dial Indicator INSIZE 2301-10,,,,24/09/25,1,Special Tools,Maintenance tools,,https://tk.tokopedia.com/ZSDCWR9fj/,,"465,750",PR02666,CONTINUE,TE02690,DONE,DONE,P11018,,,https://foomx.odoo.com/web#id=4387&cids=1&menu_id=822&active_id=11020&model=good.received&view_type=form,TRUE,07/11/2025,,,,
61,Tekiro gagang tap / handle tap / gagang senai Tekiro m3-m12 - m3-m12,Handle Tap Tekiro,,,,24/09/25,1,Tools,Maintenance tools,,https://tk.tokopedia.com/ZSDCwKRx7/,,"66,150",PR02636,CONTINUE,TE02665,DONE,DONE,P10948,,,https://foomx.odoo.com/web#id=4531&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,10/11/2025,,,,
62,GT 6 Pneumatic Vibrator Golden Turbine Type GT-6,,,,,24/09/25,2,#N/A,Pneumatic sparepart,,https://tk.tokopedia.com/ZSDCEGX2N/,,"320,015",PR02668,CONTINUE,TE02668,DONE,DONE,P10949,,,,FALSE,,,,,
63,Sponge strip BSL-5045L,Karet L-Sealer,,,,26/09/25,3,Sparepart,Kebutuhan mesin L-Sealer,,https://tk.tokopedia.com/ZSyB3NQ3C/,,"166,500",PR02782,CONTINUE,TE02804,DONE,DONE,P11203,,,https://foomx.odoo.com/web#id=4473&cids=1&menu_id=822&active_id=11205&model=good.received&view_type=form,TRUE,03/12/2025,,,,
64,Kabel NYM 3x2.5 ,Kabel NYM 3x2.5,,,,26/09/25,1,Sparepart,Kebutuhan instalasi lampu gudang,,https://tk.tokopedia.com/ZSDbnYBvs/,,"2,192,250",PR02561,CONTINUE,TE02528,DONE,DONE,P10628,,,https://foomx.odoo.com/web#id=4137&cids=1&menu_id=822&active_id=10630&model=good.received&view_type=form,TRUE,13/10/2025,,,,
65,WATERPROOF 2X36 IP65/Kap TL LED 2x36 waterproof IP65 120Cm/Rumah Lampu,,,,,26/09/25,4,#N/A,penambahan lampu area produksi dan area gudang,,https://tk.tokopedia.com/ZSDbWjB4n/,,"128,250",PR02514,CONTINUE,TE02508,DONE,DONE,P10579,,,https://foomx.odoo.com/web#id=4089&cids=1&menu_id=822&active_id=10581&model=good.received&view_type=form,TRUE,14/10/2025,,,,
66,Tekiro Screw Extractor Set 6 Pcs /Tap Balik / Tools,Tekiro Screw Extractor,,,,27/09/25,1,Special Tools,Tools Maintenance,,https://tk.tokopedia.com/ZSDpPBPdF/,,"134,285",PR02636,CONTINUE,TE02665,DONE,DONE,P10948,,,https://foomx.odoo.com/web#id=4531&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,10/11/2025,,,,
67,Flap disc,Flap Disc,,,,27/09/25,15,Sparepart,consumable part (Repeat Order),,https://tk.tokopedia.com/ZSDnVM4eL/,,"8,978",PR02652,BIDDING,,DONE,ONGOING,,,,https://foomx.odoo.com/web#id=4278&cids=1&menu_id=822&active_id=10863&model=good.received&view_type=form,TRUE,30/10/2025,,,,
68,Bearing LM12LUU. Dimension: 12x21x57mm,Sliding Bearing LM12LUU (Capping),,,,29/09/25,20,Sparepart,Sparepart mesin capping,URGENT,https://tk.tokopedia.com/ZSDnHaqPW/,,"87,075",PR02651,CONTINUE,TE02648,DONE,DONE,P10863,,,https://foomx.odoo.com/web#id=4277&cids=1&menu_id=822&active_id=10865&model=good.received&view_type=form,TRUE,30/10/2025,,,,
69,Oil 10 Liter CR-46,,,,,29/09/25,1,#N/A,Kebutuhan kompresor,, PT. SHARPRINDO DINAMIKA PRIMA,,"1,650,000",PR02517,CONTINUE,TE02568,DONE,DONE,P10747,,,https://foomx.odoo.com/web#id=4198&menu_id=252&cids=1&model=good.received&view_type=form,TRUE,22/10/2025,,,,
70,Oil Separator MCA 15011,,,,,29/09/25,1,#N/A,Kebutuhan kompresor,, PT. SHARPRINDO DINAMIKA PRIMA,,"716,000",PR02517,CONTINUE,TE02568,DONE,DONE,P10747,,,https://foomx.odoo.com/web#id=4198&menu_id=252&cids=1&model=good.received&view_type=form,TRUE,22/10/2025,,,,
71,JASA SERVICE (garansi 3bln service part yg sama),,,,,29/09/25,1,#N/A,Kebutuhan kompresor,, PT. SHARPRINDO DINAMIKA PRIMA,,"600,000",PR02517,CONTINUE,TE02568,DONE,DONE,P10747,,,https://foomx.odoo.com/web#id=4198&menu_id=252&cids=1&model=good.received&view_type=form,TRUE,22/10/2025,,,,
72,Oil Filter MCA15008,,,,,29/09/25,1,#N/A,Kebutuhan kompresor,, PT. SHARPRINDO DINAMIKA PRIMA,,"469,000",PR02517,CONTINUE,TE02568,DONE,DONE,P10747,,,https://foomx.odoo.com/web#id=4198&menu_id=252&cids=1&model=good.received&view_type=form,TRUE,22/10/2025,,,,
73,WTB4-3N3161 SICK / Pn.1028103 ( NPN ),,,,,02/10/25,5,#N/A,Kebutuhan mesin capping,,https://tk.tokopedia.com/ZSDwCchSk/,,"3,022,500",PR02650,CONTINUE,TE02642,DONE,DONE,P10854,,,,FALSE,,,,,
74,SICK Fork Sensor WFS3-40N415 Pn.6043920 SICK Fork Sensor WFS3-40N415,Fork Sensor Sick,,,,02/10/25,5,Sparepart,Kebutuhuan mesin holo,,https://tk.tokopedia.com/ZSDwX8UpK/,,"2,851,790",PR02650,CONTINUE,TE02642,DONE,DONE,P10854,,,https://foomx.odoo.com/web#id=4338&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,17/11/2025,,,,
75,Blade / Pisau Untuk Mesin Carton Sealer FXJ 6050 / FXJ 5050A - Blade / Pisau Carton Sealer FXJ 6050 / FXJ 5050A,Pisau Carton Sealer (FXJ 5050A) ,,,,04/10/25,6,Sparepart,Kebutuhan mesin cartoon sealer,,https://tk.tokopedia.com/ZSUJj4wjb/,,"214,988",PR02669,CONTINUE,TE02691,DONE,DONE,PR02669,,,https://foomx.odoo.com/web#id=4388&cids=1&menu_id=822&active_id=11021&model=good.received&view_type=form,TRUE,10/11/2025,,,,
76,Baut L Tanam M4 Socket Set Baja Hitam Pitch 0.7mm (4X4),Bolt L tanam M4 x 4,,,,04/10/25,50,Sparepart,Kebutuhan consumable sparepart,,https://tk.tokopedia.com/ZSUJMRsyj/,,"3,491",PR02724,CONTINUE,TE02733,DONE,DONE,P11056,,,https://foomx.odoo.com/web#id=4396&cids=1&menu_id=822&active_id=11058&model=good.received&view_type=form,TRUE,13/11/2025,,,,
77,BAUT L TANAM M5x08,Bolt L Tanam M5 x 08,,,,04/10/25,50,Sparepart,consumable part (Repeat Order),,https://tk.tokopedia.com/ZSU6Afw5N/,,"1,554",PR02604,CONTINUE,TE02640,DONE,DONE,P10852,,,https://foomx.odoo.com/web#id=4265&menu_id=822&cids=1&active_id=10854&model=good.received&view_type=form,TRUE,25/10/2025,,,,
78,BAUT L TANAM M5x10,Bolt L Tanam M5 x 10,,,,04/10/25,50,Sparepart,Consumable part (Repeat Order),,https://tk.tokopedia.com/ZSU6AMKW3/,,"1,554",PR02604,CONTINUE,TE02640,DONE,DONE,P10852,,,https://foomx.odoo.com/web#id=4265&menu_id=822&cids=1&active_id=10854&model=good.received&view_type=form,TRUE,25/10/2025,,,,
79,Baut L Tanam M6 Socket Set Baja Hitam Pitch 1.0mm (6X6),Bolt L tanam M6 x 6,,,,04/10/25,50,Sparepart,Kebutuhan consumable sparepart,,https://tk.tokopedia.com/ZSUJ6WahU/,,"2,755",PR02724,CONTINUE,TE02733,DONE,DONE,P11056,,,https://foomx.odoo.com/web#id=4396&cids=1&menu_id=822&active_id=11058&model=good.received&view_type=form,TRUE,13/11/2025,,,,
80,Baut Verseng L M4 X 25mm,Bolt L Verseng M4 x 25,,,,04/10/25,50,Sparepart,Kebutuhan consumable sparepart,,https://tk.tokopedia.com/ZSUJMX2Mq/,,890,PR02724,CONTINUE,TE02733,DONE,DONE,P11056,,,https://foomx.odoo.com/web#id=4396&cids=1&menu_id=822&active_id=11058&model=good.received&view_type=form,TRUE,10/11/2025,,,,
81,Baut Verseng L M5 X 25mm,Bolt L Verseng M5 x 25,,,,04/10/25,50,Sparepart,Kebutuhan consumable sparepart,,https://tk.tokopedia.com/ZSUJMrmM2/,,"1,413",PR02724,CONTINUE,TE02733,DONE,DONE,P11056,,,https://foomx.odoo.com/web#id=4396&cids=1&menu_id=822&active_id=11058&model=good.received&view_type=form,TRUE,10/11/2025,,,,
82,Baut Verseng L M6 X 25mm,Bolt L Verseng M6 x 25,,,,04/10/25,50,Sparepart,Kebutuhan consumable sparepart,,https://tk.tokopedia.com/ZSUJMTjwM/,,"1,758",PR02724,CONTINUE,TE02733,DONE,DONE,P11056,,,https://foomx.odoo.com/web#id=4396&cids=1&menu_id=822&active_id=11058&model=good.received&view_type=form,TRUE,10/11/2025,,,,
83,Mesin Gergaji Jigsaw Kayu RYU RJS 65-1E,Mesin Gergaji Jigsaw Kayu RYU RJS 65-1E,,,,06/10/25,1,Special Tools,Kebutuhan Tools Maintenance,,https://tk.tokopedia.com/ZSU8moWka/,,"648,758",PR02636,CONTINUE,TE02665,DONE,DONE,P10948,,,https://foomx.odoo.com/web#id=4531&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,10/11/2025,,,,
84,Bosch GBH 2-28 DFV ,Jack Hammer Bosch GBH 2-28 DFV ,,,,06/10/25,1,Special Tools,Kebutuhan Tools Maintenance,,https://tk.tokopedia.com/ZSU89xGYx/,,"1,346,371",PR02636,CONTINUE,TE02665,DONE,DONE,P10948,,,https://foomx.odoo.com/web#id=4531&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,10/11/2025,,,,
85,"Gurinda BOSCH GWS 700 Grinder Gerinda Tangan Gurinda 4"" 10 mm",Gurinda Bosch Tangan,,,,06/10/25,1,Special Tools,Kebutuhan Tools Maintenance,,https://tk.tokopedia.com/ZSU8xJdFA/,,"496,800",PR02636,CONTINUE,TE02665,DONE,DONE,P10948,,,https://foomx.odoo.com/web#id=4531&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,10/11/2025,,,,
86,Kabel Duck NISO CURVE 20 x 70,Ducting Kabel Niso Curve 20 x 70,,,,08/10/25,50,Sparepart,Kebutuhan produksi (Repeat Order),,https://tk.tokopedia.com/ZSUjLCATe/,,"35,843",PR02603,CONTINUE,TE02639,DONE,DONE,P10851,,,https://foomx.odoo.com/web#id=4281&cids=1&menu_id=822&active_id=10853&model=good.received&view_type=form,TRUE,10/11/2025,,,,
87,Kawat Las Nikko RD-260 ukuran @ 2.6 x 350 mm (5kg),,,,,10/10/25,5,#N/A,Consumable part (Repeat Order),,https://tk.tokopedia.com/ZSUr3tRkh/,,"245,865",PR02619,CONTINUE,TE02617,DONE,DONE,P10808,,,https://foomx.odoo.com/web#id=4249&cids=1&menu_id=822&active_id=10810&model=good.received&view_type=form,TRUE,25/10/2025,,,,
88,Magnetic Base / Magnetic Stand Dial Indicator 60 kgf INSIZE 6201-60,Magnetic Base Dial INSIZE 6201-60,,,,14/10/25,1,Special Tools,Kebutuhan Tools Maintenance,,https://tk.tokopedia.com/ZSUPkwtAQ/,,"358,741",PR02666,CONTINUE,TE02690,DONE,DONE,P11018,,,https://foomx.odoo.com/web#id=4387&cids=1&menu_id=822&active_id=11020&model=good.received&view_type=form,TRUE,07/11/2025,,,,
89,SAPPORO JAVER - Lemari Perkakas Besi ,,,,,16/10/25,1,#N/A,Maintenance tools,,https://tk.tokopedia.com/ZSy8J3k4d/,,(kosong),,BIDDING,,DONE,ONGOING,,,,,FALSE,,,,,
90,JOLLY BOX RABBIT 0333 / KOTAK SPAREPART / SPAREPART CASE,,,,,16/10/25,100,#N/A,Maintenance tools,,https://tk.tokopedia.com/ZSUHf4CLc/,,"62,160",PR02672,CONTINUE,TE02670,DONE,DONE,P10950,,,https://foomx.odoo.com/web#id=4336&cids=1&menu_id=822&active_id=10952&model=good.received&view_type=form,TRUE,05/11/2025,,,,
91,Tekiro Tap And Dies Set,Tekiro Tap And Dies Set,,,,23/10/25,1,Special Tools,Kebutuhan Maintenance Tools Mesin Bubut,,https://tk.tokopedia.com/ZSUW6D8KD/,,"676,795",PR02725,CONTINUE,TE02734,DONE,DONE,P11063,,,https://foomx.odoo.com/web#id=4418&cids=1&menu_id=822&active_id=11065&model=good.received&view_type=form,TRUE,13/11/2025,,,,
92,CNC Turning Tool Holder Bubut Luar Dalam 10mm 7 Pcs Carbide Insert,CNC Turning Tool Holder,,,,23/10/25,1,Special Tools,Kebutuhan Maintenance Tools Mesin Bubut,,https://tk.tokopedia.com/ZSUWVPbkD/,,"410,700",PR02725,CONTINUE,TE02734,DONE,DONE,P11063,,,https://foomx.odoo.com/web#id=4418&cids=1&menu_id=822&active_id=11065&model=good.received&view_type=form,TRUE,12/11/2025,,,,
93,Kain Lap Majun,,,,,23/10/25,15,#N/A,Kebutuhan Maintenance untuk pembersih,,https://tk.tokopedia.com/ZSUpygtwk/,,"30,969",PR02724,CONTINUE,TE02733,DONE,DONE,P11056,,,https://foomx.odoo.com/web#id=4396&cids=1&menu_id=822&active_id=11058&model=good.received&view_type=form,TRUE,12/11/2025,,,,
94,AS Shaft 12MM SS 304,AS SS 12MM,,,,23/10/25,12,Sparepart,Kebutuhan Maintenance untuk pembuatan guide pada conveyor,,https://tk.tokopedia.com/ZSUWSL6jx/,,"471,750",PR02726,CONTINUE,TE02735,DONE,DONE,P11065,,,https://foomx.odoo.com/web#id=4411&cids=1&menu_id=822&active_id=11067&model=good.received&view_type=form,TRUE,18/11/2025,,,,
95,Grinda asah duduk,,,,,23/10/25,1,#N/A,Kebutuhan Maintenance untuk Tools Asah,,https://tk.tokopedia.com/ZSyDRgcNm/,,(switch toko),,BIDDING,,DONE,ONGOING,,,,,FALSE,,,,,
96,Center Drill 3.0 X 60° HSS CD-S,Center Drill 3.0 X 60° HSS CD-S,,,,23/10/25,1,Special Tools,Kebutuhan Maintenance Tools Mesin Bubut,,https://tk.tokopedia.com/ZSUWDXsA7/,,"257,520",PR02725,CONTINUE,TE02734,DONE,DONE,P11063,,,https://foomx.odoo.com/web#id=4418&cids=1&menu_id=822&active_id=11065&model=good.received&view_type=form,TRUE,14/11/2025,,,,
97,Haapeury Jvrd-380 Phase Sequence Relay Monitor Pengatur Tegangan,,,,,24/10/25,5,#N/A,Kebutuhan Maintenance untuk sparepart mesin blister pod Y,,https://tk.tokopedia.com/ZSUcjFjnT/,,(switch toko),,BIDDING,,DONE,ONGOING,,,,,FALSE,,,,,
98,AS shaft 22MM Besi,,,,,24/10/25,2,#N/A,Kebutuhan Maintenance untuk membuat pengunci rubber wheel ,,https://tk.tokopedia.com/ZSUcAUPNU/,,"186,619",PR02726,CONTINUE,TE02735,DONE,DONE,P11065,,,https://foomx.odoo.com/web#id=4411&cids=1&menu_id=822&active_id=11067&model=good.received&view_type=form,TRUE,14/11/2025,,,,
99,Stand Bor Jepitan Dudukan Bor - 2.5inch,Stand Bor Jepitan Dudukan Bor - 2.5inch,,,,24/10/25,1,Tools,Kebutuhan Maintenance untuk dudukan bor duduk,,https://tk.tokopedia.com/ZSUcUTN9u/,,"166,500",PR02727,CONTINUE,TE02736,DONE,DONE,P11067,,,https://foomx.odoo.com/web#id=4412&cids=1&menu_id=822&active_id=11069&model=good.received&view_type=form,TRUE,14/11/2025,,,,
100,As Kuningan bulat dia 30mm,,,,,27/10/25,50,#N/A,Kebutuhan Maintenance untuk bikin bushing mesin blister pod X,,https://tk.tokopedia.com/ZSUocuFMG/,,"18,593",PR02728,CONTINUE,TE02739,DONE,DONE,P11069,,,https://foomx.odoo.com/web#id=4416&cids=1&menu_id=822&active_id=11071&model=good.received&view_type=form,TRUE,13/11/2025,,,,
101,Door Closer Otomatis ,,,,,27/10/25,10,#N/A,"Kebutuhan untuk pintu di F2, dan G2",,https://tk.tokopedia.com/ZSUo3qphu/,,"80,883",PR02729,CONTINUE,TE02740,DONE,DONE,P11070,,,https://foomx.odoo.com/web#id=4425&cids=1&menu_id=822&active_id=11072&model=good.received&view_type=form,TRUE,12/11/2025,,,,
102,Bearing 6205 Rs,Bearing 6205 Rs SKF,,,,27/10/25,15,Sparepart,Kebutuhan Maintenance untuk sparepart mesin blister pod X,,https://tk.tokopedia.com/ZSy1YNsbW/,,"101,010",PR02728,CONTINUE,TE02739,DONE,DONE,P11069,,,https://foomx.odoo.com/web#id=4416&cids=1&menu_id=822&active_id=11071&model=good.received&view_type=formmm,TRUE,12/11/2025,,,,
103,Gas Torch KM-920 ,Gas Torch KM-920 ,,,,27/10/25,1,Tools,Kebutuhan Maintenance untuk tools harden as mesin blister pod X,,https://tk.tokopedia.com/ZSy1YET1M/,,"68,709",PR02728,CONTINUE,TE02739,DONE,DONE,P11069,,,https://foomx.odoo.com/web#id=4416&cids=1&menu_id=822&active_id=11071&model=good.received&view_type=formm,TRUE,12/11/2025,,,,
104,As Hardchrome dia 20 mm,,,,,27/10/25,100,#N/A,Kebutuhan Maintenance untuk AS caping 02,,https://tk.tokopedia.com/ZSy1rsEsU/,,"3,810",PR02727,CONTINUE,TE02736,DONE,DONE,P11067,,,https://foomx.odoo.com/web#id=4412&cids=1&menu_id=822&active_id=11069&model=good.received&view_type=form,TRUE,12/11/2025,,,,
105,Taffpack Lakban Teflon Isolasi Tape PTFE Tahan Panas 300 C Ukuran 10m x 10mm 10m x 20mm - 10M x 20MM,Isolasi Tahan Panas,,,,08/09/25,20,Sparepart,Stock penggunaan consumable part,,https://tk.tokopedia.com/ZSAEy5jdF/,,"38,850",PR02734,CONTINUE,TE03064,DONE,DONE,P11954,,,https://foomx.odoo.com/web#id=5039&cids=1&menu_id=822&active_id=11975&model=good.received&view_type=form,TRUE,13/10/2025,,,,
106,Oil 10 Liter CR-46,,,,,03/11/25,1,#N/A,Kebutuhan kompresor (RePR),, PT. SHARPRINDO DINAMIKA PRIMA,,"1,650,000",PR02743,CONTINUE,TE02741,DONE,DONE,P11071,,,http://foomx.odoo.com/web#id=4442&cids=1&menu_id=822&active_id=11073&model=good.received&view_type=form,TRUE,,,,,
107,Oil Separator MCA 15011,,,,,03/11/25,1,#N/A,Kebutuhan kompresor (RePR),, PT. SHARPRINDO DINAMIKA PRIMA,,"716,000",PR02743,CONTINUE,TE02741,DONE,DONE,P11071,,,http://foomx.odoo.com/web#id=4442&cids=1&menu_id=822&active_id=11073&model=good.received&view_type=form,TRUE,,,,,
108,Oil Filter MCA15008,,,,,03/11/25,2,#N/A,Kebutuhan kompresor (RePR),, PT. SHARPRINDO DINAMIKA PRIMA,,"469,000",PR02743,CONTINUE,TE02741,DONE,DONE,P11071,,,http://foomx.odoo.com/web#id=4442&cids=1&menu_id=822&active_id=11073&model=good.received&view_type=form,TRUE,,,,,
109,Pnuematic cylinder,Compact Cylinder Pneumatic (Capping Line 1),,,,04/11/25,3,Sparepart,kebutuhan spare part mesin capping (Mainteannce) (Repeat Order),,PT. KARYA MANDIRI MACHINERY,,"979,020",PR02782,CONTINUE,TE02804,DONE,DONE,P11203,,,https://foomx.odoo.com/web#id=4473&cids=1&menu_id=822&active_id=11205&model=good.received&view_type=form,TRUE,03/12/2025,,,,
110,Nozzle Liquid ,,,,,13/11/25,10,#N/A,Kebutuhan mesin filling ,,https://id.shp.ee/wvFBHvt,,"106,005",PR02929,CONTINUE,TE02914,DONE,DONE,P11346,,,https://foomx.odoo.com/web#id=4600&menu_id=822&cids=1&active_id=11348&model=good.received&view_type=form,TRUE,08/01/2026,,,,
111,Selang silicone tube 6mm x 10mm x 100 mtr ( selang silikon tubing tebal 2mm),Selang silicone tube 6mm,,,,20/11/25,100,Sparepart,Kebutuhan untuk mesin filling,,https://tk.tokopedia.com/ZSfY8Xby2/,,"6,175,000",PR02876,CONTINUE,TE02847,DONE,DONE,P11340,,,https://foomx.odoo.com/web#id=4606&cids=1&menu_id=822&active_id=11342&model=good.received&view_type=form,TRUE,19/12/2025,,,,
112,Linear Bushing Samick LMK20LUU,,,,,20/11/25,6,#N/A,Kebutuhan Mesin Capping Line 2,,https://tk.tokopedia.com/ZSfr3wgYx/,,"226,440",PR03005,CONTINUE,TE02983,DONE,DONE,P11510,,,https://foomx.odoo.com/web#id=4753&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,30/12/2025,,,,
113,Pneumatic Cylinder STNC 20X30,Cylinder STNC CXSM 20X30 (Piston Cap 2),,,,20/11/25,3,Sparepart,Kebutuhan Mesin Capping Line 2,,https://tk.tokopedia.com/ZSf28QFYm/,,"586,080",PR03005,CONTINUE,TE02983,DONE,DONE,P11510,,,https://foomx.odoo.com/web#id=4753&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,30/12/2025,,,,
114,Sponge belt KP-35 (datar),Sponge belt KP-35 (datar) (Sticker),,,,22/11/25,2,Sparepart,Kebutuhan untuk conveyor mesin stiker liquied,,PT. Karya Maindiri Machinery,,"559,440",PR02892,CONTINUE,TE02898,DONE,DONE,P11342,,,https://foomx.odoo.com/web#id=4604&cids=1&menu_id=822&active_id=11344&model=good.received&view_type=form,TRUE,10/12/2025,,,,
115,"Kabel NYM 4x2,5 mm JEMBO",,,,,22/11/25,1,#N/A,Kebutuhan unutk kabel mesin mixing,,https://tk.tokopedia.com/ZSfr5dv6j/,,"3,529,800",PR03005,CONTINUE,TE02983,DONE,DONE,P11510,,,https://foomx.odoo.com/web#id=4806&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,31/12/2025,,,,
116,Glass Valve,Glass Valve ,,,,25/11/25,15,Sparepart,Kebutuhan untuk mesin filling di produksi liquid,,PT. Karya Mandiri Machinery,,"122,100",PR02902,CONTINUE,TE02912,DONE,DONE,P11345,,,https://foomx.odoo.com/web#id=4651&cids=1&menu_id=822&active_id=11347&model=good.received&view_type=form,TRUE,10/12/2025,,,,
117,Mesin Las,,,,,26/11/25,1,#N/A,Kebutuhan untuk tools maintenance,,https://tk.tokopedia.com/ZSfyHJvjG/,,"2,840,490",PR03005,CONTINUE,TE02983,DONE,DONE,P11510,,,https://foomx.odoo.com/web#id=4805&cids=1&menu_id=822&active_id=11512&model=good.received&view_type=form,TRUE,31/12/2025,,,,
118,Tangga Teleskopik ,,,,,27/11/25,1,#N/A,Kebutuhan untuk Tools Maintenance,,https://tk.tokopedia.com/ZSfmcCsT2/,,"7,492,500",PR03005,CONTINUE,TE02983,DONE,DONE,P11510,,,https://foomx.odoo.com/web#id=4806&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,09/01/2026,,,,
119,Gear pump filling KPF-01,Micro Gear Pump (Motor Filling),,,,27/11/25,5,Sparepart,spare part mesin filling,,Karya Machinery,,"3,330,000",PR02928,CONTINUE,TE02909,DONE,DONE,P11343,,,https://foomx.odoo.com/web#id=4603&cids=1&menu_id=822&active_id=11345&model=good.received&view_type=form,TRUE,10/12/2025,,,,
120,Acrylic Bening 5mm x 100 x 200 Cm Akrilik,Acryclic ,,,,28/11/25,2,Sparepart,Untuk kebutuhan produksi dan IOT,,https://tk.tokopedia.com/ZSf9WTfyt/,,"1,244,310",PR02947,CONTINUE,TE02915,DONE,DONE,P11347,,,https://foomx.odoo.com/web#id=4599&cids=1&menu_id=822&active_id=11349&model=good.received&view_type=form,TRUE,13/01/2026,,,,
121,IDEC RJ2S-CL-D24 Slim Power Relay 2 Pole 8 Kaki 24VDC with LED,,,,,29/11/25,3,#N/A,Untuk spaarepart electrical mesin blister pod X,,https://tk.tokopedia.com/ZSfQpBEqK/,,"86,802",PR03005,CONTINUE,TE02983,DONE,DONE,P11510,,,https://foomx.odoo.com/web#id=4862&cids=1&menu_id=822&active_id=11512&model=good.received&view_type=form,TRUE,10/12/2026,,,,
122,Weidmuller Socket SDI 2 Contact ECO Socket for Relay RJ2S,,,,,29/11/25,3,#N/A,Untuk sparepart electrical mesin blister pod X,,https://tk.tokopedia.com/ZSfQnY7FL/,,"52,614",PR03005,CONTINUE,TE02983,DONE,DONE,P11510,,,https://foomx.odoo.com/web#id=4868&cids=1&model=good.received&view_type=form&menu_id=822,TRUE,08/02/2026,,,,
123,Idec Relay 12 ampere RJ1S-C Socket SJ1S-07L - DC24V,,,,,29/11/25,6,#N/A,Untuk sparepart electrical mesin blister pod X,,https://tk.tokopedia.com/ZSfQ7n8tB/,,"96,570",PR03005,CONTINUE,TE02983,DONE,DONE,P11510,,,https://foomx.odoo.com/web#id=5183&cids=1&menu_id=822&active_id=11512&model=good.received&view_type=form,TRUE,13/02/2026,,,,
124,"MEAN WELL LRS-150-24 PSU MEANWELL POWER SUPPLY 150W 24V 6,25A NES","PSU 24V / 6,25A ",,,,09/12/25,4,Sparepart,Untuk sparepart electrical mesin filling dan kebutuhan mesin produksi,,https://tk.tokopedia.com/ZSPL83S8p/,,"286,380",PR03005,CONTINUE,TE02983,DONE,DONE,P11510,,,https://foomx.odoo.com/web#id=4804&cids=1&menu_id=822&active_id=11512&model=good.received&view_type=form,TRUE,31/12/2025,,,,
